loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	205	24.56	.00	1.65	.00	.00	.00	.00	.00	.00	.00
	206	21.70	.00	1.73	.00	.00	.00	.00	.00	.00	.00
	207	23.13	.00	1.81	.00	.00	.00	.00	.00	.00	.00
	208	23.38	.00	1.89	.00	.00	.00	.00	.00	.00	.00
	209	23.47	.00	1.97	.00	.00	.00	.00	.00	.00	.00
	210	23.41	.00	2.05	.00	.00	.00	.00	.00	.00	.00
	211	23.19	.00	2.12	.00	.00	.00	.00	.00	.00	.00
	212	22.85	.00	2.20	.00	.00	.00	.00	.00	.00	.00
	213	22.40	.00	2.27	.00	.00	.00	.00	.00	.00	.00
	214	21.90	.00	2.34	.00	.00	.00	.00	.00	.00	.00
	215	21.38	.00	2.41	.00	.00	.00	.00	.00	.00	.00
	216	22.23	.00	2.47	.00	.00	.00	.00	.00	.00	.00
	217	21.91	.00	2.53	.00	.00	.00	.00	.00	.00	.00
	218	21.52	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	21.08	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	20.58	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	20.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	19.46	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	18.84	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	18.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	17.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	16.88	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	16.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	9.16	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	8.77	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	8.33	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	7.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	7.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	6.72	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	6.01	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	5.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	4.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	3.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	3.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	2.87	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	2.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	2.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	2.13	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	2.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	2.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	3.04	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	3.23	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	3.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	3.40	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	4.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	4.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	4.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	4.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	5.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	5.21	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	5.36	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	5.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	5.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	5.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	5.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	5.57	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	5.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	5.24	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	4.97	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	4.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	4.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	3.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	2.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
