loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	235	1.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	1.57	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	1.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	1.73	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	1.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	1.88	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	1.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	3.41	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	3.20	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	2.98	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	2.77	.00	.00	.00	.00	.00	.00	.00	.00	.00
	246	2.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	247	2.37	.00	.00	.00	.00	.00	.00	.00	.00	.00
	248	2.18	.00	.00	.00	.00	.00	.00	.00	.00	.00
	249	2.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	250	2.73	.00	.00	.00	.00	.00	.00	.00	.00	.00
	251	3.31	.00	.00	.00	.00	.00	.00	.00	.00	.00
	252	3.77	.00	.00	.00	.00	.00	.00	.00	.00	.00
	253	3.98	.00	.00	.00	.00	.00	.00	.00	.00	.00
	254	4.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	255	4.34	.00	.00	.00	.00	.00	.00	.00	.00	.00
	256	4.49	.00	.00	.00	.00	.00	.00	.00	.00	.00
	257	4.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	4.65	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	4.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	4.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	4.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	4.43	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	4.28	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	4.12	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	3.95	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	3.88	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	3.66	.00	.00	.00	.00	.00	.00	.00	.00	.00
