loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	257	7.46	.00	.00	.00	.00	.00	.00	.00	.00	.00
	258	7.15	.00	.00	.00	.00	.00	.00	.00	.00	.00
	259	6.71	.00	.00	.00	.00	.00	.00	.00	.00	.00
	260	6.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	261	5.54	.00	.00	.00	.00	.00	.00	.00	.00	.00
	262	4.86	.00	.00	.00	.00	.00	.00	.00	.00	.00
	263	4.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	264	3.50	.00	.00	.00	.00	.00	.00	.00	.00	.00
	265	2.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	266	2.38	.00	.00	.00	.00	.00	.00	.00	.00	.00
	267	2.25	.00	.00	.00	.00	.00	.00	.00	.00	.00
