loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	192	1.20	.22	13.84	.00	1.17	.00	.00	.00	.00	.00
	193	1.29	.27	13.27	.00	1.20	.00	.00	.00	.00	.00
	194	1.39	.33	12.64	.00	1.24	.00	.00	.00	.00	.00
	195	1.48	.38	11.97	.00	1.27	.00	.00	.00	.00	.00
	196	1.57	.43	11.29	.00	1.30	.00	.00	.00	.00	.00
	197	1.66	.48	9.84	.00	1.32	.00	.00	.00	.00	.00
	198	1.74	.00	9.94	.00	1.35	.00	.00	.00	.00	.00
	199	1.81	.00	9.92	.00	1.37	.00	.00	.00	.00	.00
	200	1.88	.00	9.76	.00	1.39	.00	.00	.00	.00	.00
	201	1.93	.00	9.30	.00	1.40	.00	.00	.00	.00	.00
	202	.62	.00	.00	.00	1.41	.00	.00	.00	.00	.00
	203	.50	.00	.00	.00	1.42	.00	.00	.00	.00	.00
	204	.41	.00	.00	.00	1.42	.00	.00	.00	.00	.00
	205	.35	.00	.00	.00	1.43	.00	.00	.00	.00	.00
	206	.32	.00	.00	.00	1.42	.00	.00	.00	.00	.00
	207	.32	.00	.00	.00	1.42	.00	.00	.00	.00	.00
	208	.37	.00	.00	.00	1.41	.00	.00	.00	.00	.00
	209	.45	.00	.00	.00	1.40	.00	.00	.00	.00	.00
	210	.57	.00	.00	.00	1.38	.00	.00	.00	.00	.00
	211	.73	.00	.00	.00	1.37	.00	.00	.00	.00	.00
	212	.92	.00	.00	.00	1.35	.00	.00	.00	.00	.00
	213	1.14	.00	.00	.00	1.34	.00	.00	.00	.00	.00
	214	1.39	.00	.00	.00	1.32	.00	.00	.00	.00	.00
	215	3.69	.00	.00	.00	1.30	.00	.00	.00	.00	.00
	216	4.21	.00	.00	.00	1.28	.00	.00	.00	.00	.00
	217	4.81	.00	.00	.00	1.25	.00	.00	.00	.00	.00
	218	5.50	.00	.00	.00	1.23	.00	.00	.00	.00	.00
	219	6.24	.00	.00	.00	1.21	.00	.00	.00	.00	.00
	220	7.01	.00	.00	.00	1.19	.00	.00	.00	.00	.00
	221	7.79	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	8.56	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	9.29	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	9.99	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	10.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	11.23	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	11.76	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	12.23	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	12.63	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	12.96	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	13.22	.00	.00	.00	.00	.00	.00	.00	.00	.00
	232	13.42	.00	.00	.00	.00	.00	.00	.00	.00	.00
	233	13.55	.00	.00	.00	.00	.00	.00	.00	.00	.00
	234	13.98	.00	.00	.00	.00	.00	.00	.00	.00	.00
	235	13.80	.00	.00	.00	.00	.00	.00	.00	.00	.00
	236	13.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	237	13.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	238	13.09	.00	.00	.00	.00	.00	.00	.00	.00	.00
	239	12.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	240	12.50	.00	.00	.00	.00	.00	.00	.00	.00	.00
	241	12.17	.00	.00	.00	.00	.00	.00	.00	.00	.00
	242	11.81	.00	.00	.00	.00	.00	.00	.00	.00	.00
	243	11.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
	244	11.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	245	10.64	.00	.00	.00	.00	.00	.00	.00	.00	.00
