loc.	Chm 1	Chm 2	Chm 3	Chm 4	Chm 5	Chm 6	Chm 7	Chm 8	Chm 9	Chm 10
	189	1.86	.08	.15	.00	.00	.00	.00	.00	.00	.00
	190	1.94	.04	.34	.00	.00	.00	.00	.00	.00	.00
	191	2.01	.02	.59	.00	.00	.00	.00	.00	.00	.00
	192	2.08	.02	.89	.00	.00	.00	.00	.00	.00	.00
	193	2.15	.02	1.09	.00	.00	.00	.00	.00	.00	.00
	194	2.22	.03	1.03	.00	.00	.00	.00	.00	.00	.00
	195	2.29	.05	.96	.00	.00	.00	.00	.00	.00	.00
	196	1.26	.00	.90	.00	.00	.00	.00	.00	.00	.00
	197	1.19	.00	.84	.00	.00	.00	.00	.00	.00	.00
	198	1.08	.00	.78	.00	.00	.00	.00	.00	.00	.00
	199	.95	.00	.72	.00	.00	.00	.00	.00	.00	.00
	200	.81	.00	.66	.00	.00	.00	.00	.00	.00	.00
	201	.69	.00	.61	.00	.00	.00	.00	.00	.00	.00
	202	.61	.00	.57	.00	.00	.00	.00	.00	.00	.00
	203	.59	.00	.53	.00	.00	.00	.00	.00	.00	.00
	204	.62	.00	.49	.00	.00	.00	.00	.00	.00	.00
	205	.71	.00	.47	.00	.00	.00	.00	.00	.00	.00
	206	1.22	.00	.45	.00	.00	.00	.00	.00	.00	.00
	207	2.73	.00	.44	.00	.00	.00	.00	.00	.00	.00
	208	3.28	.00	.44	.00	.00	.00	.00	.00	.00	.00
	209	3.82	.00	.44	.00	.00	.00	.00	.00	.00	.00
	210	4.33	.00	.45	.00	.00	.00	.00	.00	.00	.00
	211	4.78	.00	.47	.00	.00	.00	.00	.00	.00	.00
	212	5.15	.00	.50	.00	.00	.00	.00	.00	.00	.00
	213	5.45	.00	.53	.00	.00	.00	.00	.00	.00	.00
	214	5.69	.00	.56	.00	.00	.00	.00	.00	.00	.00
	215	5.86	.00	.60	.00	.00	.00	.00	.00	.00	.00
	216	9.86	.00	.65	.00	.00	.00	.00	.00	.00	.00
	217	9.89	.00	.70	.00	.00	.00	.00	.00	.00	.00
	218	9.87	.00	.00	.00	.00	.00	.00	.00	.00	.00
	219	9.83	.00	.00	.00	.00	.00	.00	.00	.00	.00
	220	9.74	.00	.00	.00	.00	.00	.00	.00	.00	.00
	221	9.62	.00	.00	.00	.00	.00	.00	.00	.00	.00
	222	9.48	.00	.00	.00	.00	.00	.00	.00	.00	.00
	223	9.30	.00	.00	.00	.00	.00	.00	.00	.00	.00
	224	9.10	.00	.00	.00	.00	.00	.00	.00	.00	.00
	225	8.89	.00	.00	.00	.00	.00	.00	.00	.00	.00
	226	8.67	.00	.00	.00	.00	.00	.00	.00	.00	.00
	227	8.44	.00	.00	.00	.00	.00	.00	.00	.00	.00
	228	9.05	.00	.00	.00	.00	.00	.00	.00	.00	.00
	229	9.35	.00	.00	.00	.00	.00	.00	.00	.00	.00
	230	9.59	.00	.00	.00	.00	.00	.00	.00	.00	.00
	231	9.78	.00	.00	.00	.00	.00	.00	.00	.00	.00
